month,tickers
2024-01,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SIRI;SNPS;SPLK;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZS
2024-02,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SIRI;SNPS;SPLK;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZS
2024-03,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SIRI;SNPS;SPLK;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZS
2024-04,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SIRI;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZS
2024-05,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SIRI;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZS
2024-06,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SIRI;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZS
2024-07,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ARM;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZS
2024-08,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ARM;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SMCI;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2024-09,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ARM;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SMCI;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2024-10,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ARM;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SMCI;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2024-11,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;ARM;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DLTR;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SMCI;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2024-12,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;APP;ARM;ASML;AVGO;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROP;ROST;SBUX;SMCI;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-01,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-02,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-03,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-04,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-05,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDB;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-06,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-07,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;ANSS;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;TEAM;TMUS;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-08,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;TEAM;TMUS;TRI;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-09,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;TEAM;TMUS;TRI;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-10,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;TEAM;TMUS;TRI;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-11,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;SOLS;TEAM;TMUS;TRI;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2025-12,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;AZN;BIIB;BKNG;BKR;CCEP;CDNS;CDW;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;TEAM;TMUS;TRI;TSLA;TTD;TTWO;TXN;VRSK;VRTX;WBD;WDAY;XEL;ZS
2026-01,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALNY;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;AZN;BKNG;BKR;CCEP;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FER;FTNT;GEHC;GILD;GOOGL;HON;IDXX;INSM;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MPWR;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;STX;TEAM;TMUS;TRI;TSLA;TTWO;TXN;VRSK;VRTX;WBD;WDAY;WDC;XEL;ZS
2026-02,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALNY;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;BKNG;BKR;CCEP;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FER;FTNT;GEHC;GILD;GOOGL;HON;IDXX;INSM;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MPWR;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;STX;TEAM;TMUS;TRI;TSLA;TTWO;TXN;VRSK;VRTX;WBD;WDAY;WDC;WMT;XEL;ZS
2026-03,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALNY;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;BKNG;BKR;CCEP;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FER;FTNT;GEHC;GILD;GOOGL;HON;IDXX;INSM;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MPWR;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;STX;TEAM;TMUS;TRI;TSLA;TTWO;TXN;VRSK;VRTX;WBD;WDAY;WDC;WMT;XEL;ZS
2026-04,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALNY;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;BKNG;BKR;CCEP;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FER;FTNT;GEHC;GILD;GOOGL;HON;IDXX;INSM;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MPWR;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNPS;STX;TEAM;TMUS;TRI;TSLA;TTWO;TXN;VRSK;VRTX;WBD;WDAY;WDC;WMT;XEL;ZS
2026-05,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALNY;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;BKNG;BKR;CCEP;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FER;FTNT;GEHC;GILD;GOOGL;HON;IDXX;INSM;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MPWR;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNDK;SNPS;STX;TMUS;TRI;TSLA;TTWO;TXN;VRSK;VRTX;WBD;WDAY;WDC;WMT;XEL;ZS
2026-06,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALNY;AMAT;AMD;AMGN;AMZN;APP;ARM;ASML;AVGO;AXON;BKNG;BKR;CCEP;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DASH;DDOG;DXCM;EA;EXC;FANG;FAST;FER;FTNT;GEHC;GILD;GOOGL;HON;IDXX;INSM;INTC;INTU;ISRG;KDP;KHC;KLAC;LIN;LITE;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MPWR;MRVL;MSFT;MSTR;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PLTR;PYPL;QCOM;REGN;ROP;ROST;SBUX;SHOP;SNDK;SNPS;STX;TMUS;TRI;TSLA;TTWO;TXN;VRSK;VRTX;WBD;WDAY;WDC;WMT;XEL;ZS
